"budget_year","project_id","project_name","methodid","methodname","orgname","goods_name","ministryname","departmentname","deptname","dept_sub_name","moiname","stepgrpid","project_money","issuedate","announce_date","projectmoneyrange","day_standand","day_real","result"
"2563","62017135008","ซื้อ(GA๐๓๗๐๐๑) ออกซิเจนเหลว จำนวน ๘๕,๐๐๐ ลูกบาศก์เมตร โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","254150","2019-01-04","2019-01-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017137835","ซื้อเวชภัณฑ์ที่มิใช่ยา ประเภทวัสดุการแพทย์จำนวน ๓  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","33614.05","2019-01-09","2019-01-28","0 - 5 แสนบาท","5","14","ล่าช้า"
"2563","62017140885","ซื้อวัสดุงานบ้าน - งานครัว (สำรองคลัง) จำนวน ๙ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","129592","2019-01-10","2019-01-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017145246","จ้างบำรุงรักษาอ่างอาบน้ำผู้ป่วยแผลไหม้และระบบน้ำบริสุทธิ์ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลนพรัตนราชธานี","โรงพยาบาลนพรัตนราชธานี","กรุงเทพมหานคร","ก่อหนี้","61000","2019-01-15","2019-01-23","0 - 5 แสนบาท","5","7","ล่าช้า"
"2563","62017147524","จ้างพิมพ์หนังสือจดหมายข่าว วช. ประจำปีงบประมาณ 2562 โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","หน่วยงานของรัฐที่ไม่สังกัดสำนักนายกรัฐมนตรี กระทรวงหรือทบวง","จ้างเหมาอื่นๆ","กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม","สำนักงานการวิจัยแห่งชาติ","สำนักงานการวิจัยแห่งชาติ","กลุ่มสารนิเทศและประชาสัมพันธ์","กรุงเทพมหานคร","ก่อหนี้","498600","2018-12-13","2018-12-19","0 - 5 แสนบาท","5","5","ล่าช้า"
"2563","62017150154","ซื้อน้ำยาทำความสะอาดเครื่องมือแบบแมนนวลและเครื่องมือผ่าตัดเฉพาะทาง จำนวน 50 แกลลอน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันประสาทวิทยา","สถาบันประสาทวิทยา","กรุงเทพมหานคร","ก่อหนี้","162500","2018-09-12","2018-09-17","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","62017150299","ซื้อIndicators strip class 5 จำนวน 60,000 ชิ้น โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันประสาทวิทยา","สถาบันประสาทวิทยา","กรุงเทพมหานคร","ก่อหนี้","150000","2018-09-05","2018-09-06","0 - 5 แสนบาท","5","2","ไม่ล่าช้า"
"2563","62017150898","ซื้อเวชภัณฑ์ที่มิใช่ยา ประเภทวัสดุการแพทย์ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","189000","2019-01-10","2019-01-22","0 - 5 แสนบาท","5","9","ล่าช้า"
"2563","62017151309","ซื้อวัสดุการแพทย์ 2 รายการ ให้กับงานห้องสวนหัวใจ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลนครปฐม","งานพัสดุการแพทย์ โรงพยาบาลนครปฐม","นครปฐม","ก่อหนี้","85800","2019-01-02","2019-01-21","0 - 5 แสนบาท","5","14","ล่าช้า"
"2563","62017154757","ซื้อวัสดุบริโภค จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","7020","2019-01-10","2019-01-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017155006","ซื้อวัสดุไฟฟ้าและวิทยุ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์ไฟฟ้าและวิทยุ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","10000","2019-01-10","2019-01-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017156448","จ้างซ่อมอาคารศูนย์แพทยศาสตรศึกษาชั้นคลินิก โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","ชุมพร","ก่อหนี้","371880","2019-03-06","2019-03-06","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017159287","จ้างเหมาบริการดูแลและรักษาความปลอดภัย โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานรักษาความปลอดภัย","กระทรวงคมนาคม","กรมทางหลวงชนบท","กรมทางหลวงชนบท","แขวงทางหลวงชนบทกาฬสินธุ์","กรุงเทพมหานคร","ก่อหนี้","216000","2019-01-11","2019-01-11","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017160450","ซื้อวัสดุการแพทย์ห้องผ่าตัด จำนวน ๒ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","57200","2019-01-10","2019-01-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017163193","ซื้อยา Diltiazem Controlled release tablets 120 mg โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","861885","2019-01-22","2019-03-26","เกิน 5 แสนบาท - 5 ล้านบาท","6","45","ล่าช้า"
"2563","62017166645","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๒  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","63000","2019-01-07","2019-01-07","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017166857","จ้างบำรุงรักษาเครื่องเอกซเรย์เคลื่อนที่แบบ  ซีอาร์ม รุ่น Ziehm Vision (แบบรวมอะไหล่) จำนวน  1 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลราชบุรี","โรงพยาบาลราชบุรี","ราชบุรี","ก่อหนี้","288900","2019-01-17","2019-01-30","0 - 5 แสนบาท","5","10","ล่าช้า"
"2563","62017167165","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๑  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","63000","2019-01-07","2019-01-07","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017167604","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๒  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","78000","2019-01-07","2019-01-07","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017167714","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๒  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","73000","2019-01-07","2019-01-07","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017167810","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๕  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","95000","2019-01-07","2019-01-07","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017168065","ซื้ออาหารทางการแพทย์ Fructose ขนาด ๕๐๐ กรัม จำนวน ๑,๐๐๐ ถุง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลราชบุรี","โรงพยาบาลราชบุรี","ราชบุรี","ก่อหนี้","189000","2019-01-24","2019-03-29","0 - 5 แสนบาท","5","46","ล่าช้า"
"2563","62017168599","จ้างซ่อมเครื่องตรวจหัวใจด้วยคลื่นเสียงความถี่สูงชนิดสี ขนาดใหญ่พร้อมหัวตรวจหลอดอาหารจำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","10000","2019-01-09","2019-01-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017168987","จ้างบำรุงรักษาเครื่องไตเทียม ยี่ห้อ Fresenius (แบบไม่รวมอะไหล่) จำนวน 20 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลลำปาง","โรงพยาบาลลำปาง","ลำปาง","ก่อหนี้","111000","2019-01-22","2019-02-05","0 - 5 แสนบาท","5","11","ล่าช้า"
"2563","62017170417","ประกวดราคาซื้อสายลวดนำสายสวน (Diagnostic guide wire) จำนวน ๒,๐๐๐ เส้น ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","700000","2019-01-11","2019-02-20","เกิน 5 แสนบาท - 5 ล้านบาท","33","28","ไม่ล่าช้า"
"2563","62017172684","ซื้อวัสดุเครื่องบริโภค จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยะลา","โรงพยาบาลยะลา","ยะลา","ก่อหนี้","39483","2019-01-11","2019-01-24","0 - 5 แสนบาท","5","10","ล่าช้า"
"2563","62017174134","ประกวดราคาจ้างติดตั้งระบบผลิตไฟฟ้าจากแสงอาทิตย์บนหลังคา จำนวน ๑ งาน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันโรคทรวงอก","สถาบันโรคทรวงอก","นนทบุรี","ก่อหนี้","2100000","2019-01-17","2019-02-01","เกิน 5 แสนบาท - 5 ล้านบาท","33","12","ไม่ล่าช้า"
"2563","62017176077","ประกวดราคาซื้อวัสดุการแพทย์ - อุปกรณ์ช่วยเดิน จำนวน ๔ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลนครพิงค์","โรงพยาบาลนครพิงค์","เชียงใหม่","ก่อหนี้","569500","2019-01-29","2019-07-18","เกิน 5 แสนบาท - 5 ล้านบาท","33","114","ล่าช้า"
"2563","62017180636","ซื้อซื้อเวชภัณฑ์ที่มิใช่ยา จำนวน 1 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสรรพสิทธิประสงค์","โรงพยาบาลสรรพสิทธิประสงค์","อุบลราชธานี","ก่อหนี้","90000","2018-12-12","2018-12-13","0 - 5 แสนบาท","5","2","ไม่ล่าช้า"
"2563","62017181873","ซื้อวัสดุการแพทย์ห้องผ่าตัด จำนวน ๑๔ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","100000","2019-01-11","2019-01-11","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017185775","จ้างบำรุงรักษาเครื่องเอกซเรย์เต้านม (Mammogram Unit) Hologic Selenia S/N 28401116404W จำนวน 1 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","150000","2019-01-21","2019-02-08","0 - 5 แสนบาท","5","15","ล่าช้า"
"2563","62017188613","จ้างบำรุงรักษาบันไดเลื่อน ยี่ห้อมิตซูบิชิ (แบบไม่รวมอะไหล่) สำหรับอาคารผู้ป่วยนอก 8 ชั้น จำนวน 4 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลลำปาง","โรงพยาบาลลำปาง","ลำปาง","ก่อหนี้","189000","2019-01-24","2019-01-30","0 - 5 แสนบาท","5","5","ล่าช้า"
"2563","62017188636","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๔   รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","89500","2019-01-09","2019-01-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017188688","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน   ๒  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","81000","2019-01-09","2019-01-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017191682","ซื้อวัสดุการแพทย์ จำนวน ๓ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","259312","2019-01-09","2019-01-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017194518","จ้างบำรุงรักษาลิฟต์ ยี่ห้อไพโอเนียร์ (แบบไม่รวมอะไหล่) สำหรับอาคารผู้ป่วยนอก 8 ชั้น จำนวน 2 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลลำปาง","โรงพยาบาลลำปาง","ลำปาง","ก่อหนี้","38520","2019-01-30","2019-02-01","0 - 5 แสนบาท","5","3","ไม่ล่าช้า"
"2563","62017194827","ท่อช่วยหายใจชนิดงอ","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","ชุมพร","ก่อหนี้","29404.98","2018-12-20","2018-12-20","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017195802","ซื้อวัสดุการแพทย์ห้องผ่าตัด จำนวน ๔ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","93800","2019-01-14","2019-01-14","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017196001","จ้างเหมาบริการบำรุงรักษาครุภัณฑ์การแพทย์ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","8400","2019-01-14","2019-01-14","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017200139","ประกวดราคาซื้อPemetrexed  500 mg for injection ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","1011150","2019-01-22","2019-03-06","เกิน 5 แสนบาท - 5 ล้านบาท","33","31","ไม่ล่าช้า"
"2563","62017200678","ประกวดราคาซื้อน้ำดื่มขวดใส ๑,๐๐๐ ซีซี   จำนวน  ๓๓๐,๐๐๐ ขวด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์สำนักงาน","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","1749000","2019-01-14","2019-03-19","เกิน 5 แสนบาท - 5 ล้านบาท","33","46","ล่าช้า"
"2563","62017202056","ประกวดราคาซื้อวัสดุวิทยาศาสตร์การแพทย์ จำนวน ๑ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลระยอง","โรงพยาบาลระยอง","ระยอง","ก่อหนี้","2765000","2019-02-07","2019-03-12","เกิน 5 แสนบาท - 5 ล้านบาท","33","23","ไม่ล่าช้า"
"2563","62017202934","โลหะดามกระดูกสันหลังส่วนอกและส่วนเอวระดับแรกและระดับถัดไปแบบ ELECTIVE","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","4984000","2019-03-13","2019-04-30","เกิน 5 แสนบาท - 5 ล้านบาท","33","32","ไม่ล่าช้า"
"2563","62017204264","ประกวดราคาซื้อInsulin Aspart 30 เปอร์เซนต์ + Protaminated Insulin Aspart 70 เปอร์เซนต์ 100 IU ใน ml Injection in 3 ml with Insulin pen and pen needle ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข",,"โรงพยาบาลพุทธโสธร","กลุ่มงานเภสัชกรรม โรงพยาบาลพุทธโสธร","ฉะเชิงเทรา","ก่อหนี้","2824800","2019-01-15","2019-02-25","เกิน 5 แสนบาท - 5 ล้านบาท","33","29","ไม่ล่าช้า"
"2563","62017207236","ซื้อออกซิเจนเหลวทางการแพทย์ จำนวน 77,850 ลูกบาศก์เมตร โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันมะเร็งแห่งชาติ","สถาบันมะเร็งแห่งชาติ","กรุงเทพมหานคร","ก่อหนี้","499797","2019-01-07","2019-01-17","0 - 5 แสนบาท","5","9","ล่าช้า"
"2563","62017211513","จ้างเหมาบริการฉายแสงด้วยเครื่อง Narrow band UVB โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","500000","2019-01-14","2019-01-22","0 - 5 แสนบาท","5","7","ล่าช้า"
"2563","62017212396","จ้างสอบเทียบเครื่องโครมาโทกราฟชนิดของเหลวประสิทธิภาพสูงอัตโนมัติ  รหัสครุภัณฑ์ 6633-002-03-03-0001  จำนวน 1 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานตรวจสอบและรับรองมาตรฐาน","กระทรวงสาธารณสุข","กรมวิทยาศาสตร์การแพทย์","กรมวิทยาศาสตร์การแพทย์","สถาบันชีววัตถุ","นนทบุรี","ก่อหนี้","34133","2019-07-24","2019-07-24","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62017212628","จ้างเหมาบริการบำรุงรักษาระบบปรับอากาศห้องแยกโรค จำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลพระนารายณ์มหาราช","โรงพยาบาลพระนารายณ์มหาราช","ลพบุรี","ก่อหนี้","42800","2019-01-22","2019-01-28","0 - 5 แสนบาท","5","5","ล่าช้า"
"2563","62017214107","ซื้อวัสดุวิทยาศาสตร์และการแพทย์ จำนวน 6 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมวิทยาศาสตร์การแพทย์","กรมวิทยาศาสตร์การแพทย์","สถาบันชีววัตถุ","นนทบุรี","ก่อหนี้","61953","2019-08-26","2019-08-26","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
